Name,Stars,CreatedAt,AgeInYears,Url,ReleasesCount,AvgCbo,AvgDit,AvgLcom,CkClassRows,TotalLoc,CommentLines
LaurieWired/GhidraMCP,8064,03/23/2025 05:36:55,1,https://github.com/LaurieWired/GhidraMCP.git,0,16.333333333333332,1.6666666666666667,459,3,1689,197
junixapp/XPopup,8024,12/07/2018 06:16:48,7,https://github.com/junixapp/XPopup.git,0,4.704918032786885,1.5770491803278688,22.901639344262296,305,15365,2018
davemorrissey/subsampling-scale-image-view,8010,08/26/2013 16:45:25,12,https://github.com/davemorrissey/subsampling-scale-image-view.git,0,5.625,1.5833333333333333,79.72222222222223,72,5810,1140
Graylog2/graylog2-server,7989,05/17/2010 21:27:02,15,https://github.com/Graylog2/graylog2-server.git,0,8.18270944741533,1.3270944741532977,18.32543926661574,7854,632280,121103
gunnarmorling/1brc,7986,12/28/2023 09:13:24,2,https://github.com/gunnarmorling/1brc.git,0,3.1666666666666665,1.09,7.58,600,56568,7293
Netflix/SimianArmy,7983,07/06/2012 22:00:05,13,https://github.com/Netflix/SimianArmy.git,0,5.80327868852459,1.4131147540983606,25.160655737704918,305,32036,8835
JakeWharton/hugo,7913,11/25/2013 09:16:40,12,https://github.com/JakeWharton/hugo.git,0,5.714285714285714,1.1428571428571428,27.714285714285715,7,488,2
jeecgboot/jimureport,7893,12/05/2019 12:25:59,6,https://github.com/jeecgboot/jimureport.git,0,6.166666666666667,1,2.5,12,1082,462
exadel-inc/CompreFace,7859,07/06/2020 08:29:43,5,https://github.com/exadel-inc/CompreFace.git,0,7.831831831831832,1.2882882882882882,3.894894894894895,333,22581,2939
dropwizard/metrics,7851,02/26/2010 19:44:42,16,https://github.com/dropwizard/metrics.git,0,5.277322404371585,1.3647540983606556,9.140710382513662,732,48568,5096
HannahMitt/HomeMirror,7831,08/23/2015 03:20:08,10,https://github.com/HannahMitt/HomeMirror.git,0,2.727272727272727,1.0757575757575757,5.348484848484849,66,2463,154
lecho/hellocharts-android,7795,10/12/2014 09:12:37,11,https://github.com/lecho/hellocharts-android.git,0,6.42483660130719,1.6666666666666667,40.294117647058826,153,14014,1846
ChrisRM/material-theme-jetbrains,7766,09/23/2015 07:15:04,10,https://github.com/ChrisRM/material-theme-jetbrains.git,0,4.140056022408964,2.196078431372549,84.42296918767506,357,33498,9764
AntennaPod/AntennaPod,7759,07/31/2012 10:25:08,13,https://github.com/AntennaPod/AntennaPod.git,0,7.448717948717949,1.4848484848484849,20.848484848484848,858,77751,4186
Tencent/Shadow,7744,06/13/2019 10:50:27,6,https://github.com/Tencent/Shadow.git,0,4.208023774145617,1.7592867756315007,17.358098068350667,673,37018,7486
PowerJob/PowerJob,7718,03/16/2020 09:19:55,6,https://github.com/PowerJob/PowerJob.git,0,5.683443708609271,1.180132450331126,5.137748344370861,755,51226,11445
goldze/MVVMHabit,7709,07/21/2017 10:38:40,8,https://github.com/goldze/MVVMHabit.git,0,3.58307210031348,1.2727272727272727,15.764890282131661,319,14490,3347
MuntashirAkon/AppManager,7700,05/30/2020 04:08:56,5,https://github.com/MuntashirAkon/AppManager.git,0,7.729917773561037,1.4503478810879191,73.87096774193549,1581,177663,18861
trello-archive/RxLifecycle,7670,07/20/2015 13:32:23,10,https://github.com/trello-archive/RxLifecycle.git,0,6.45679012345679,1.654320987654321,1.4074074074074074,81,5244,815
vipshop/vjtools,7655,05/29/2018 09:07:08,7,https://github.com/vipshop/vjtools.git,0,3.1160949868073877,1.2770448548812665,26.30079155672823,379,29411,6077
FongMi/TV,7633,06/22/2022 09:10:23,3,https://github.com/FongMi/TV.git,0,6.417818740399386,1.4208909370199694,107.15053763440861,651,43429,1
mapstruct/mapstruct,7632,05/28/2012 12:42:42,13,https://github.com/mapstruct/mapstruct.git,0,3.823933402705515,1.1741935483870967,11.188969823100937,4805,211153,40018
gedoor/MyBookshelf,7624,06/12/2018 03:48:07,7,https://github.com/gedoor/MyBookshelf.git,0,5.822122571001494,1.4588938714499253,58.66218236173393,669,64094,6248
google/android-classyshark,7598,10/12/2015 13:40:48,10,https://github.com/google/android-classyshark.git,0,3.169811320754717,1.278301886792453,10.25,212,14094,2440
MinecraftForge/MinecraftForge,7567,01/30/2012 01:35:01,14,https://github.com/MinecraftForge/MinecraftForge.git,0,7.389487870619946,1.5727762803234502,32.69137466307278,1484,110258,22706
koush/AndroidAsync,7551,08/24/2012 07:27:04,13,https://github.com/koush/AndroidAsync.git,0,3.605893186003683,1.5322283609576428,19.44014732965009,543,22884,3013
kaushikgopal/RxJava-Android-Samples,7527,07/23/2014 05:13:52,11,https://github.com/kaushikgopal/RxJava-Android-Samples.git,0,6.627906976744186,1.8255813953488371,9.19767441860465,86,4286,178
kevin-wayne/algs4,7523,08/31/2015 09:28:49,10,https://github.com/kevin-wayne/algs4.git,0,3.996415770609319,1.021505376344086,47.46953405017921,279,56549,28020
swagger-api/swagger-core,7522,07/05/2011 23:44:11,14,https://github.com/swagger-api/swagger-core.git,0,4.598027127003699,1.2268803945745992,49.77188655980271,1622,95393,6343
Genymobile/gnirehtet,7506,02/09/2017 16:01:13,9,https://github.com/Genymobile/gnirehtet.git,0,3.765432098765432,1.1851851851851851,14.296296296296296,81,6515,1062
yuanguangxin/LeetCode,7492,01/11/2020 01:02:02,6,https://github.com/yuanguangxin/LeetCode.git,0,1.2413793103448276,1,0.8413793103448276,145,4497,415
dependency-check/DependencyCheck,7468,09/03/2012 20:43:30,13,https://github.com/dependency-check/DependencyCheck.git,0,6.50682261208577,1.7621832358674463,64.0682261208577,513,93086,34035
enso-org/enso,7436,12/16/2016 17:23:37,9,https://github.com/enso-org/enso.git,0,6.415423790469261,1.6566024008730447,36.565660240087304,2749,234878,25282
lenve/VBlog,7433,12/26/2017 11:01:55,8,https://github.com/lenve/VBlog.git,0,4.551724137931035,1.0344827586206897,29.06896551724138,29,1440,136
iflytek/astron-rpa,7408,09/20/2025 08:51:40,0,https://github.com/iflytek/astron-rpa.git,0,5.520491803278689,1.1383196721311475,38.19569672131148,976,85745,21585
dyc87112/SpringCloud-Learning,7396,08/21/2016 03:39:52,9,https://github.com/dyc87112/SpringCloud-Learning.git,0,5.654411764705882,1.0514705882352942,24.308823529411764,272,27229,5225
abel533/Mapper,7385,11/21/2014 11:02:10,11,https://github.com/abel533/Mapper.git,0,4.724137931034483,1.2435344827586208,36.23706896551724,464,38174,11535
gocd/gocd,7384,12/13/2013 05:26:16,12,https://github.com/gocd/gocd.git,0,7.42405303030303,1.2613636363636365,34.49848484848485,5280,451178,62473
Qihoo360/RePlugin,7349,06/08/2017 09:39:09,8,https://github.com/Qihoo360/RePlugin.git,0,5.125842696629213,1.4224719101123595,22.55505617977528,445,54321,17286
leolin310148/ShortcutBadger,7341,11/15/2013 12:51:52,12,https://github.com/leolin310148/ShortcutBadger.git,0,5.290322580645161,1.1612903225806452,3.4838709677419355,31,1692,240
square/dagger,7310,08/02/2012 23:25:32,13,https://github.com/square/dagger.git,0,3.180246913580247,1.2296296296296296,6.002469135802469,405,13562,3168
Bearded-Hen/Android-Bootstrap,7255,11/01/2013 15:36:17,12,https://github.com/Bearded-Hen/Android-Bootstrap.git,0,6.962025316455696,1.6708860759493671,31.39240506329114,79,14417,920
zhongyi-tong/WeChatLuckyMoney,7245,09/30/2015 16:11:20,10,https://github.com/zhongyi-tong/WeChatLuckyMoney.git,0,5.380952380952381,1.380952380952381,8.80952380952381,21,1307,87
Exrick/xmall,7245,07/28/2017 01:49:49,8,https://github.com/Exrick/xmall.git,0,4.251824817518248,1.186131386861314,661.521897810219,274,48055,1964
crazycodeboy/TakePhoto,7238,08/04/2015 02:05:32,10,https://github.com/crazycodeboy/TakePhoto.git,0,5.054545454545455,1.2545454545454546,10.89090909090909,55,3769,773
pedant/sweet-alert-dialog,7232,10/19/2014 09:24:09,11,https://github.com/pedant/sweet-alert-dialog.git,0,4.375,1.25,31.0625,16,1084,24
NanoHttpd/nanohttpd,7213,08/10/2012 21:52:42,13,https://github.com/NanoHttpd/nanohttpd.git,0,4.340277777777778,1.7916666666666667,22.15972222222222,144,12846,3655
cymcsg/UltimateRecyclerView,7195,01/28/2015 02:27:45,11,https://github.com/cymcsg/UltimateRecyclerView.git,0,5.214659685863874,1.693717277486911,41.39267015706806,382,25282,4713
wiremock/wiremock,7179,10/09/2011 20:27:24,14,https://github.com/wiremock/wiremock.git,0,5.752437703141928,1.3575297941495124,69.92307692307692,1846,156416,22336
didi/KnowStreaming,7178,03/19/2020 05:13:51,6,https://github.com/didi/KnowStreaming.git,0,6.898286937901499,1.8115631691648821,10.322269807280515,934,67478,7651
Alluxio/alluxio,7174,12/21/2012 17:43:46,13,https://github.com/Alluxio/alluxio.git,0,6.844549292277129,1.4802582567668239,30.658803079215296,4027,496590,119315
google/error-prone,7151,08/21/2014 23:26:50,11,https://github.com/google/error-prone.git,0,7.700622338683262,1.524729773992794,27.225352112676056,3053,396516,60273
apache/hertzbeat,7140,02/04/2022 14:48:56,4,https://github.com/apache/hertzbeat.git,0,6.986062717770035,1.2473867595818815,13.031939605110336,1722,172411,39672
google/agera,7135,12/17/2015 13:22:58,10,https://github.com/google/agera.git,0,6.327586206896552,1.2413793103448276,14.844827586206897,290,21081,4372
rest-assured/rest-assured,7126,10/21/2010 08:35:43,15,https://github.com/rest-assured/rest-assured.git,0,4.878223495702006,1.2120343839541547,106.90974212034384,698,81512,27881
h2pl/JavaTutorial,7121,05/01/2018 15:57:21,7,https://github.com/h2pl/JavaTutorial.git,0,0.3333333333333333,1,0.3333333333333333,3,41,9
traccar/traccar,7119,04/16/2012 08:33:49,13,https://github.com/traccar/traccar.git,0,5.526172300981461,1.8304252998909487,6.0038167938931295,1834,132300,16466
ogaclejapan/SmartTabLayout,7084,02/14/2015 11:25:51,11,https://github.com/ogaclejapan/SmartTabLayout.git,0,6.355555555555555,1.6444444444444444,9.71111111111111,45,3093,673
JakeWharton/ActionBarSherlock,7072,03/07/2011 17:28:54,15,https://github.com/JakeWharton/ActionBarSherlock.git,0,6.126463700234192,1.9718969555035128,63.39812646370024,427,42003,11060
Col-E/Recaf,7068,07/27/2017 06:01:10,8,https://github.com/Col-E/Recaf.git,0,8.265906362545017,1.5846338535414166,27.2953181272509,1666,161174,40891
CoderLeixiaoshuai/java-eight-part,7067,10/16/2020 16:27:04,5,https://github.com/CoderLeixiaoshuai/java-eight-part.git,0,0,0,0,0,0,0
naman14/Timber,7051,06/12/2015 16:43:55,10,https://github.com/naman14/Timber.git,0,5.399558498896247,1.4613686534216335,19.748344370860927,453,28386,3311
mrniko/netty-socketio,7024,01/12/2012 11:43:49,14,https://github.com/mrniko/netty-socketio.git,0,4.823863636363637,1.2556818181818181,32.10227272727273,176,11856,2779
NLPchina/elasticsearch-sql,7023,08/24/2014 14:26:31,11,https://github.com/NLPchina/elasticsearch-sql.git,0,9.512635379061372,1.9711191335740073,189.5234657039711,277,47296,2888
junit-team/junit-framework,6993,01/11/2015 19:06:10,11,https://github.com/junit-team/junit-framework.git,0,4.624860646599777,1.2971014492753623,35.71042363433668,3588,221766,54281
DroidPluginTeam/DroidPlugin,6976,08/27/2015 11:14:57,10,https://github.com/DroidPluginTeam/DroidPlugin.git,0,3.3027989821882953,4.388040712468193,3.699745547073791,786,28002,6145
alibaba/jvm-sandbox,6959,08/03/2017 02:55:31,8,https://github.com/alibaba/jvm-sandbox.git,0,3.393103448275862,1.3264367816091953,12.360919540229885,435,26891,5952
logisim-evolution/logisim-evolution,6922,09/19/2014 05:23:24,11,https://github.com/logisim-evolution/logisim-evolution.git,0,5.741951967296883,2.396525293817067,29.123658661216147,1957,215796,19957
macrozheng/springcloud-learning,6917,09/07/2019 02:36:16,6,https://github.com/macrozheng/springcloud-learning.git,0,4.546728971962617,1.0233644859813085,89.82242990654206,214,16520,2356
smuyyh/BookReader,6874,08/03/2016 05:17:27,9,https://github.com/smuyyh/BookReader.git,0,4.313304721030043,1.3347639484978542,25.32331902718169,699,44535,9222
rabbitmq/rabbitmq-tutorials,6873,09/21/2010 11:41:26,15,https://github.com/rabbitmq/rabbitmq-tutorials.git,0,4.8431372549019605,1,2.196078431372549,51,4560,515
Meituan-Dianping/walle,6866,01/10/2017 03:39:25,9,https://github.com/Meituan-Dianping/walle.git,0,3.148936170212766,1.1914893617021276,8.691489361702128,94,8593,3140
getActivity/AndroidProject,6864,10/23/2018 10:30:55,7,https://github.com/getActivity/AndroidProject.git,0,7.915531335149864,2.2534059945504086,19.852861035422343,367,28982,4866
hongyangAndroid/okhttputils,6857,08/17/2015 14:53:29,10,https://github.com/hongyangAndroid/okhttputils.git,0,3.7285714285714286,1.457142857142857,6.2,70,3473,257
vespa-engine/vespa,6836,06/03/2016 20:54:20,9,https://github.com/vespa-engine/vespa.git,0,5.987287392600385,1.5899526564965807,40.377169910573386,11406,944382,106112
guardianproject/haven,6798,03/01/2017 03:20:03,9,https://github.com/guardianproject/haven.git,0,6.822784810126582,1.3924050632911393,11.772151898734178,79,7731,865
zo0r/react-native-push-notification,6791,12/14/2015 19:53:36,10,https://github.com/zo0r/react-native-push-notification.git,0,6.310344827586207,1.2413793103448276,15.482758620689655,29,2675,155
raphw/byte-buddy,6788,11/25/2013 19:38:03,12,https://github.com/raphw/byte-buddy.git,0,5.668269230769231,1.5692307692307692,15.210897435897436,6240,333437,95147
Angel-ML/angel,6787,04/25/2017 05:57:43,8,https://github.com/Angel-ML/angel.git,0,7.259029927760578,1.721362229102167,63.43085655314758,1938,299429,46288
fuzhengwei/itstack-demo-design,6781,05/20/2020 13:45:30,5,https://github.com/fuzhengwei/itstack-demo-design.git,0,2.1148325358851676,1.1100478468899522,5.45933014354067,209,8426,904
527515025/springBoot,6773,11/07/2016 02:13:31,9,https://github.com/527515025/springBoot.git,0,5.103585657370518,1.155378486055777,16.62948207171315,251,15379,2262
gzu-liyujiang/AndroidPicker,6773,10/21/2015 14:21:16,10,https://github.com/gzu-liyujiang/AndroidPicker.git,0,5.435146443514644,1.6443514644351465,51.71548117154812,239,23813,5638
CeuiLiSA/Pixiv-Shaft,6772,04/01/2019 09:59:09,6,https://github.com/CeuiLiSA/Pixiv-Shaft.git,0,4.400375939849624,1.4426691729323309,25.51597744360902,1064,47793,4022
648540858/wvp-GB28181-pro,6739,11/14/2020 14:16:37,5,https://github.com/648540858/wvp-GB28181-pro.git,0,8.228535353535353,1.2878787878787878,34.10227272727273,792,90047,9876
Meituan-Dianping/Leaf,6736,12/11/2018 07:41:35,7,https://github.com/Meituan-Dianping/Leaf.git,0,3.475,1.425,11.25,40,1775,85
markzhai/AndroidPerformanceMonitor,6733,01/17/2016 05:23:22,10,https://github.com/markzhai/AndroidPerformanceMonitor.git,0,4.074074074074074,1.2777777777777777,14.074074074074074,54,3401,643
getActivity/XXPermissions,6708,06/15/2018 14:31:29,7,https://github.com/getActivity/XXPermissions.git,0,7.422360248447205,1.670807453416149,105.30434782608695,161,16685,3880
quartz-scheduler/quartz,6708,03/07/2016 14:05:37,10,https://github.com/quartz-scheduler/quartz.git,0,4.883399209486166,1.4328063241106719,124.5790513833992,506,81513,29604
zouzg/mybatis-generator-gui,6707,05/08/2016 22:39:39,9,https://github.com/zouzg/mybatis-generator-gui.git,0,7.17948717948718,1.4871794871794872,69.94871794871794,39,4338,245
hongyangAndroid/AndroidAutoLayout,6691,11/19/2015 02:09:11,10,https://github.com/hongyangAndroid/AndroidAutoLayout.git,0,5.833333333333333,2,8.807692307692308,78,4123,256
jOOQ/jOOQ,6685,04/17/2011 10:43:33,14,https://github.com/jOOQ/jOOQ.git,0,9.598457888493476,1.6542111506524317,1679.7283511269277,3372,792797,290985
Suwayomi/Suwayomi-Server,6684,12/23/2020 20:31:38,5,https://github.com/Suwayomi/Suwayomi-Server.git,0,5.405339805825243,1.6140776699029127,1495.5218446601941,412,89758,38903
apache/storm,6676,11/05/2013 08:00:14,12,https://github.com/apache/storm.git,0,5.321937966945891,1.2159836993434459,49.11976454607199,4417,404102,62284
yanzhenjie/AndPermission,6647,09/11/2016 05:17:34,9,https://github.com/yanzhenjie/AndPermission.git,0,3.994047619047619,1.1666666666666667,7.488095238095238,168,8063,2407
JesusFreke/smali,6616,09/23/2012 19:51:16,13,https://github.com/JesusFreke/smali.git,0,5.686631944444445,1.6137152777777777,15.016493055555555,1152,83537,25554
apache/zeppelin,6607,03/25/2015 07:00:06,11,https://github.com/apache/zeppelin.git,0,5.49833729216152,1.238479809976247,43.41947743467934,2105,205302,27721
hazelcast/hazelcast,6606,03/21/2012 12:25:18,14,https://github.com/hazelcast/hazelcast.git,0,7.804359351988218,1.738438880706922,44.93849779086892,16975,2022903,350718
pig-mesh/pig,6602,08/26/2019 03:24:53,6,https://github.com/pig-mesh/pig.git,0,6.879895561357702,1.3080939947780679,5.300261096605744,383,31651,13739
GrenderG/Toasty,6594,01/18/2017 18:52:41,9,https://github.com/GrenderG/Toasty.git,0,4.0625,1.0625,56.625,16,729,73
NLPchina/ansj_seg,6545,09/05/2012 05:56:24,13,https://github.com/NLPchina/ansj_seg.git,0,6.128440366972477,1.188073394495413,9.573394495412844,218,21563,2993
ximsfei/Android-skin-support,6521,01/12/2017 15:03:54,9,https://github.com/ximsfei/Android-skin-support.git,0,6.074468085106383,1.422872340425532,15.712765957446809,376,30478,2389
processing/processing,6496,01/24/2013 21:17:22,13,https://github.com/processing/processing.git,0,3.5,1.6073752711496747,507.76138828633407,922,180155,44698
nayuki/QR-Code-generator,6487,04/15/2016 02:19:41,9,https://github.com/nayuki/QR-Code-generator.git,0,3.9473684210526314,1.4210526315789473,19.57894736842105,19,4413,1486
hibernate/hibernate-orm,6465,10/04/2010 16:15:52,15,https://github.com/hibernate/hibernate-orm.git,0,6.874428274428275,1.335815535815536,75.02698922698923,26455,1964380,254408
ArthurHub/Android-Image-Cropper,6431,01/15/2015 10:49:37,11,https://github.com/ArthurHub/Android-Image-Cropper.git,0,7.725,1.375,70.375,40,8427,2054
freeok/so-novel,6431,05/23/2022 15:49:36,3,https://github.com/freeok/so-novel.git,0,5.857142857142857,1.1785714285714286,3.107142857142857,84,6007,686
wxiaoqi/Spring-Cloud-Platform,6429,05/25/2017 10:35:26,8,https://github.com/wxiaoqi/Spring-Cloud-Platform.git,0,4.790960451977401,1.4067796610169492,57.64971751412429,177,13023,3352
vinc3m1/RoundedImageView,6420,02/22/2013 01:17:37,13,https://github.com/vinc3m1/RoundedImageView.git,0,8.4,1.8,107.46666666666667,15,1913,302
jetlinks/jetlinks-community,6419,01/02/2020 07:27:34,6,https://github.com/jetlinks/jetlinks-community.git,0,7.850296176628971,1.2590199246095855,11.849757673667206,1857,146158,31671
Javen205/IJPay,6415,05/02/2017 03:15:32,8,https://github.com/Javen205/IJPay.git,0,5.511811023622047,1.3818897637795275,147.98031496062993,254,37197,12523
gephi/gephi,6412,10/22/2011 03:14:46,14,https://github.com/gephi/gephi.git,0,4.529529931699478,1.6709521896343913,29.455202892728003,2489,246401,28209
AsyncHttpClient/async-http-client,6409,03/07/2011 13:41:46,15,https://github.com/AsyncHttpClient/async-http-client.git,0,5.271043771043771,1.4831649831649831,49.41582491582491,594,50420,9185
micronaut-projects/micronaut-core,6394,03/07/2018 12:05:08,8,https://github.com/micronaut-projects/micronaut-core.git,0,5.621679270893931,1.307155322862129,36.029280589490014,5157,418635,131766
apache/flink-cdc,6385,07/27/2020 19:23:33,5,https://github.com/apache/flink-cdc.git,0,8.205576559546314,1.4475425330812854,28.626654064272213,2116,317060,47842
aa112901/remusic,6383,03/24/2016 06:20:39,10,https://github.com/aa112901/remusic.git,0,4.913609467455621,1.450887573964497,41.646153846153844,845,56413,7003
graphhopper/graphhopper,6381,02/18/2012 19:57:38,14,https://github.com/graphhopper/graphhopper.git,0,6.614336917562724,1.2559139784946236,31.736917562724013,1395,154329,28185
joelittlejohn/jsonschema2pojo,6367,06/22/2013 22:28:53,12,https://github.com/joelittlejohn/jsonschema2pojo.git,0,6.602996254681648,1.1573033707865168,46.53932584269663,267,30752,6540
haifengl/smile,6358,11/20/2014 16:28:12,11,https://github.com/haifengl/smile.git,0,0,0,0,0,466115,165782
DerekYRC/mini-spring,6355,11/17/2020 11:59:18,5,https://github.com/DerekYRC/mini-spring.git,0,3.423841059602649,1.218543046357616,5.086092715231788,151,5340,1129
wasabeef/richeditor-android,6348,03/30/2015 16:19:20,10,https://github.com/wasabeef/richeditor-android.git,0,2.4186046511627906,1.1395348837209303,46.95348837209303,43,900,59
sshahine/JFoenix,6346,09/08/2015 14:04:24,10,https://github.com/sshahine/JFoenix.git,0,6.915294117647059,1.6235294117647059,22.084705882352942,425,37544,7639
amitshekhariitbhu/from-java-to-kotlin,6337,05/21/2017 11:56:27,8,https://github.com/amitshekhariitbhu/from-java-to-kotlin.git,0,0.5,1,0,2,56,0
apache/iotdb,6301,11/24/2018 21:29:17,7,https://github.com/apache/iotdb.git,0,8.191881918819188,1.5893205990883439,111.54254395485131,9214,1564963,211390
lightbend/config,6296,12/06/2011 08:02:29,14,https://github.com/lightbend/config.git,0,5.485,2.055,76.245,200,19386,4801
koush/ion,6264,05/22/2013 07:41:23,12,https://github.com/koush/ion.git,0,4.536332179930795,1.4602076124567474,23.598615916955016,289,13438,1995
graphql-java/graphql-java,6234,07/06/2015 06:52:20,10,https://github.com/graphql-java/graphql-java.git,0,7.778104335047759,1.3210874357090374,36.373254959588536,1361,110982,16691
apache/incubator-kie-drools,6232,02/18/2011 08:37:05,15,https://github.com/apache/incubator-kie-drools.git,0,6.461905959265779,1.5643282206017937,65.08674880563238,11931,1266931,238470
ityouknow/spring-cloud-examples,6216,04/28/2017 08:48:53,8,https://github.com/ityouknow/spring-cloud-examples.git,0,3.9,1.0166666666666666,0.4666666666666667,60,2296,34
auth0/java-jwt,6207,03/07/2014 15:06:11,12,https://github.com/auth0/java-jwt.git,0,5.662790697674419,1.627906976744186,142.74418604651163,86,14219,1611
google/grafika,6160,12/19/2013 18:36:53,12,https://github.com/google/grafika.git,0,6.407766990291262,1.7475728155339805,6.893203883495145,103,14547,4377
apache/camel,6157,05/21/2009 00:25:36,16,https://github.com/apache/camel.git,0,4.818300008966197,1.607392629785708,80.69532861113602,44612,3554615,1055418
Vedenin/useful-java-links,6154,02/13/2016 13:14:52,10,https://github.com/Vedenin/useful-java-links.git,0,2.3041825095057034,1.0228136882129277,1.832699619771863,263,10275,1528
alipay/SoloPi,6148,03/14/2019 15:32:49,7,https://github.com/alipay/SoloPi.git,0,3.9444444444444446,1.205128205128205,13.135897435897435,1170,72234,13760
loks666/get_jobs,6146,03/07/2024 21:34:58,2,https://github.com/loks666/get_jobs.git,0,5.225,1,33.31666666666667,120,14685,2441
LandGrey/SpringBootVulExploit,6127,05/20/2020 09:18:44,5,https://github.com/LandGrey/SpringBootVulExploit.git,0,3.357142857142857,1,3.5714285714285716,14,572,5
vavr-io/vavr,6127,01/30/2014 14:07:25,12,https://github.com/vavr-io/vavr.git,0,7.462251655629139,1.2344370860927152,1009.1854304635762,755,127212,39474
obsidiandynamics/kafdrop,6126,05/27/2019 08:46:56,6,https://github.com/obsidiandynamics/kafdrop.git,0,5.54,1.32,28.19,100,6982,1116
apache/hudi,6125,12/14/2016 15:53:41,9,https://github.com/apache/hudi.git,0,9.064673581452105,1.5462680496237544,66.15436241610739,4917,703552,145642
ikew0ng/SwipeBackLayout,6104,08/25/2013 03:36:12,12,https://github.com/ikew0ng/SwipeBackLayout.git,0,5,1.3888888888888888,61.333333333333336,18,2772,821
rengwuxian/MaterialEditText,6099,10/30/2014 10:07:23,11,https://github.com/rengwuxian/MaterialEditText.git,0,5.653846153846154,1.3076923076923077,742.8461538461538,26,4844,834
google/google-java-format,6096,05/11/2015 20:38:28,10,https://github.com/google/google-java-format.git,0,6.298701298701299,1.4610389610389611,91.24675324675324,154,24084,4420
daimajia/NumberProgressBar,6094,05/01/2014 08:54:25,11,https://github.com/daimajia/NumberProgressBar.git,0,3.1666666666666665,1.3333333333333333,91.83333333333333,6,588,87
javaparser/javaparser,6065,10/30/2011 14:03:44,14,https://github.com/javaparser/javaparser.git,0,9.082886396879571,1.7528035104826913,303.7128230131643,2051,353835,86553
apache/pinot,6051,05/19/2014 23:27:48,11,https://github.com/apache/pinot.git,0,7.312798725438131,1.4770313329792883,57.440387679235265,7532,1079433,199206
ZhongFuCheng3y/austin,6047,11/06/2021 09:36:01,4,https://github.com/ZhongFuCheng3y/austin.git,0,6.192528735632184,1.1235632183908046,1.4511494252873562,348,19017,5753
google/j2objc,6046,01/30/2014 20:19:56,12,https://github.com/google/j2objc.git,0,3.5190462619929703,1.8870523415977962,116.09689370190938,10527,1877798,689680
apache/nifi,6026,12/12/2014 08:00:05,11,https://github.com/apache/nifi.git,0,7.357463899780051,1.4821650568996845,60.13531605623027,10457,1305203,229237
singwhatiwanna/dynamic-load-apk,6026,03/30/2014 11:51:00,11,https://github.com/singwhatiwanna/dynamic-load-apk.git,0,5.82258064516129,1.435483870967742,9.419354838709678,62,4060,601
apache/hive,6020,05/21/2009 02:31:01,16,https://github.com/apache/hive.git,0,0,0,0,0,2330198,340497
pedrovgs/EffectiveAndroidUI,6014,07/04/2014 08:42:20,11,https://github.com/pedrovgs/EffectiveAndroidUI.git,0,4.438356164383562,1.3424657534246576,11.616438356164384,73,4277,1510
jeequan/jeepay,6002,08/12/2017 02:40:32,8,https://github.com/jeequan/jeepay.git,0,8.503636363636364,1.950909090909091,4.290909090909091,550,49264,15601
robolectric/robolectric,6001,08/28/2010 00:28:25,15,https://github.com/robolectric/robolectric.git,0,5.86660127513487,1.3482099068170672,72.00711132908289,4078,388524,37730
opengoofy/hippo4j,5994,06/16/2021 02:59:48,4,https://github.com/opengoofy/hippo4j.git,0,4.4502487562189055,1.1824212271973467,5.932006633499171,1206,81926,29923
WeiYe-Jing/datax-web,5991,11/19/2019 01:09:05,6,https://github.com/WeiYe-Jing/datax-web.git,0,4.927444794952681,1.38801261829653,13.239747634069401,317,27344,6541
btraceio/btrace,5987,08/28/2014 18:58:24,11,https://github.com/btraceio/btrace.git,0,4.722651933701657,1.321546961325967,80.38011049723757,905,87965,21618
google/physical-web,5980,09/30/2014 18:32:14,11,https://github.com/google/physical-web.git,0,4.788461538461538,1.2884615384615385,26.71153846153846,156,11461,3016
00-Evan/shattered-pixel-dungeon,5976,07/31/2014 21:56:31,11,https://github.com/00-Evan/shattered-pixel-dungeon.git,0,5.8031125588128845,2.585595367354325,13.833514296055013,2763,223791,30199
rey5137/material,5967,12/09/2014 12:07:32,11,https://github.com/rey5137/material.git,0,6.511475409836065,1.6459016393442623,54.49508196721312,305,34444,4217
wyouflf/xUtils3,5959,10/28/2015 10:56:04,10,https://github.com/wyouflf/xUtils3.git,0,5.224770642201835,1.408256880733945,27.44954128440367,218,17143,2048
youtube/api-samples,5959,12/09/2013 18:41:41,12,https://github.com/youtube/api-samples.git,0,6.404761904761905,1,4.380952380952381,42,5870,1968
liyifeng1994/ssm,5939,06/18/2016 17:58:56,9,https://github.com/liyifeng1994/ssm.git,0,3.473684210526316,1.6842105263157894,2.0526315789473686,19,790,107
springfox/springfox,5938,05/06/2012 06:38:57,13,https://github.com/springfox/springfox.git,0,5.620811287477954,1.120811287477954,23.241622574955908,1134,78523,17040
JSQLParser/JSqlParser,5937,06/23/2011 22:51:52,14,https://github.com/JSQLParser/JSqlParser.git,0,6.113895216400911,1.55125284738041,507.627562642369,878,94075,11699
journeyapps/zxing-android-embedded,5935,11/28/2012 16:36:39,13,https://github.com/journeyapps/zxing-android-embedded.git,0,5.4375,1.3645833333333333,21.916666666666668,96,8600,2112
