Name,Stars,CreatedAt,AgeInYears,Url,ReleasesCount,AvgCbo,AvgDit,AvgLcom,CkClassRows,TotalLoc,CommentLines
Bigkoo/Android-PickerView,13469,12/28/2014 01:46:38,11,https://github.com/Bigkoo/Android-PickerView.git,0,3.7252747252747254,1.1538461538461537,15.494505494505495,91,6144,960
projectlombok/lombok,13429,06/08/2009 19:46:41,16,https://github.com/projectlombok/lombok.git,0,0,0,0,0,130031,18798
macrozheng/mall-learning,13367,04/12/2019 13:20:31,6,https://github.com/macrozheng/mall-learning.git,0,4.8429752066115705,1.1074380165289257,235.8801652892562,242,52993,6476
pxb1988/dex2jar,13101,03/16/2015 09:13:07,11,https://github.com/pxb1988/dex2jar.git,0,5.348511383537653,1.5691768826619965,21.13309982486865,571,47865,6319
metersphere/metersphere,13047,02/03/2020 02:06:12,6,https://github.com/metersphere/metersphere.git,0,6.6645056726094,1.293354943273906,446.2396002160994,3702,372693,25834
youth5201314/banner,13039,04/22/2016 05:50:25,9,https://github.com/youth5201314/banner.git,0,6.082191780821918,1.8356164383561644,47.68493150684932,73,4441,564
alibaba/COLA,12920,02/06/2018 13:46:27,8,https://github.com/alibaba/COLA.git,0,4.304114490161002,1.334525939177102,4.974955277280858,559,20766,2976
macrozheng/mall-swarm,12892,11/25/2019 06:55:31,6,https://github.com/macrozheng/mall-swarm.git,0,3.73132372214941,1.2319790301441678,1107.6788990825687,763,87889,4352
plantuml/plantuml,12844,11/04/2010 15:55:50,15,https://github.com/plantuml/plantuml.git,0,7.096634615384615,1.5072115384615385,36.29639423076923,4160,483901,133288
codecentric/spring-boot-admin,12824,07/25/2014 11:39:13,11,https://github.com/codecentric/spring-boot-admin.git,0,7.432900432900433,1.2467532467532467,7.212121212121212,462,34795,7271
Netflix/conductor,12788,12/07/2016 22:48:42,9,https://github.com/Netflix/conductor.git,0,7.375,1.25,78.67469879518072,664,90958,13551
apache/zookeeper,12743,03/27/2009 15:41:56,17,https://github.com/apache/zookeeper.git,0,5.5673076923076925,1.9332579185520362,37.085407239819006,1768,195168,42802
google/guice,12733,05/28/2014 23:18:53,11,https://github.com/google/guice.git,0,3.573340195573855,1.2913021101389603,8.462171899125064,3886,114660,21474
microg/GmsCore,12716,04/23/2014 19:28:47,11,https://github.com/microg/GmsCore.git,0,6.009504752376188,1.6998499249624812,13.87543771885943,1999,118605,31241
facebook/stetho,12701,01/22/2015 22:34:10,11,https://github.com/facebook/stetho.git,0,4.215986394557823,1.4234693877551021,7.496598639455782,588,26423,3889
Netflix/eureka,12698,07/26/2012 22:23:07,13,https://github.com/Netflix/eureka.git,0,5.647925033467202,1.2610441767068272,18.613119143239626,747,54930,10693
trinodb/trino,12665,01/19/2019 06:38:14,7,https://github.com/trinodb/trino.git,0,0,0,0,0,1924982,198567
opensearch-project/OpenSearch,12651,01/29/2021 22:10:00,5,https://github.com/opensearch-project/OpenSearch.git,0,7.401554142698557,1.6881118175396104,39.67968513472601,19818,2422730,455652
greenrobot/greenDAO,12617,10/22/2011 16:15:14,14,https://github.com/greenrobot/greenDAO.git,0,4.8076923076923075,2.090659340659341,47.4532967032967,364,29215,4928
zhihu/Matisse,12564,04/13/2017 01:31:05,8,https://github.com/zhihu/Matisse.git,0,6.657894736842105,1.394736842105263,8.078947368421053,76,6078,1130
debezium/debezium,12554,01/22/2016 20:17:05,10,https://github.com/debezium/debezium.git,0,6.729289940828402,1.5686390532544379,60.259467455621305,3380,408300,65846
daimajia/AndroidViewAnimations,12473,06/23/2014 03:53:13,11,https://github.com/daimajia/AndroidViewAnimations.git,0,3.3780487804878048,1.8048780487804879,2.292682926829268,82,3377,1464
LawnchairLauncher/lawnchair,12459,03/03/2017 13:12:58,9,https://github.com/LawnchairLauncher/lawnchair.git,0,9.020005715918835,1.4092597885110032,193.5898828236639,3499,497378,84255
pagehelper-org/Mybatis-PageHelper,12383,06/09/2014 15:32:30,11,https://github.com/pagehelper-org/Mybatis-PageHelper.git,0,5.820652173913044,1.4565217391304348,29.391304347826086,184,16414,6001
daimajia/AndroidSwipeLayout,12382,08/25/2014 04:09:33,11,https://github.com/daimajia/AndroidSwipeLayout.git,0,3.7162162162162162,1.3243243243243243,58.9054054054054,74,3384,208
redis/jedis,12299,06/11/2010 13:04:43,15,https://github.com/redis/jedis.git,0,5.546270718232044,1.3687845303867403,460.81008287292815,1448,216695,28633
amitshekhariitbhu/android-interview-questions,12293,07/09/2017 18:47:24,8,https://github.com/amitshekhariitbhu/android-interview-questions.git,0,0,1,0,1,6,0
Team-xManager/xManager,12188,02/08/2021 11:31:10,5,https://github.com/Team-xManager/xManager.git,0,2.017175572519084,1.0209923664122138,4.732824427480916,524,11649,1
beemdevelopment/Aegis,12182,08/15/2016 19:10:31,9,https://github.com/beemdevelopment/Aegis.git,0,7.0130718954248366,1.7058823529411764,22.823529411764707,459,30879,819
Yalantis/uCrop,12118,01/05/2016 13:41:06,10,https://github.com/Yalantis/uCrop.git,0,6.337662337662338,1.3636363636363635,28.90909090909091,77,7003,961
PaperMC/Paper,12048,01/22/2016 05:40:19,10,https://github.com/PaperMC/Paper.git,0,6.924417235695786,1.6136096067812573,102.10077701907228,4247,393185,118692
grpc/grpc-java,11999,12/08/2014 19:00:00,11,https://github.com/grpc/grpc-java.git,0,5.482002851033499,1.3668923734853884,14.208303635067711,5612,402268,66212
Tencent/matrix,11999,12/11/2018 07:08:02,7,https://github.com/Tencent/matrix.git,0,4.432160804020101,1.2921751615218953,12.894472361809045,1393,89453,10502
provectus/kafka-ui,11986,11/26/2019 15:55:55,6,https://github.com/provectus/kafka-ui.git,0,7.208576998050682,1.46588693957115,17.13450292397661,513,39478,693
Tencent/VasSonic,11879,08/01/2017 08:35:13,8,https://github.com/Tencent/VasSonic.git,0,4.198198198198198,1.2792792792792793,21.61261261261261,111,11784,3078
OpenRefine/OpenRefine,11788,10/15/2012 02:22:48,13,https://github.com/OpenRefine/OpenRefine.git,0,6.301136363636363,1.6356534090909092,13.149147727272727,1408,155768,21718
datahub-project/datahub,11729,11/18/2015 05:47:40,10,https://github.com/datahub-project/datahub.git,0,11.109468161221082,1.2010493679942762,21.87836870975435,4193,646537,54786
code4craft/webmagic,11696,04/23/2013 12:57:36,12,https://github.com/code4craft/webmagic.git,0,4.226744186046512,1.177325581395349,11.465116279069768,344,18898,2589
frank-lam/fullstack-tutorial,11695,04/13/2018 01:50:10,7,https://github.com/frank-lam/fullstack-tutorial.git,0,0,0,0,0,0,0
jd-opensource/joyagent-jdgenie,11598,07/16/2025 02:59:53,0,https://github.com/jd-opensource/joyagent-jdgenie.git,0,4.98015873015873,1.119047619047619,4.734126984126984,252,13840,1056
newbee-ltd/newbee-mall,11541,09/21/2019 03:56:04,6,https://github.com/newbee-ltd/newbee-mall.git,0,5.033707865168539,1.0674157303370786,34.91011235955056,89,7609,1457
StarRocks/starrocks,11512,09/04/2021 02:29:35,4,https://github.com/StarRocks/starrocks.git,0,7.1054095272270565,1.43787566161299,134.2013097694447,11147,1387250,169451
realm/realm-java,11489,04/20/2012 09:18:42,13,https://github.com/realm/realm-java.git,0,4.201988487702773,1.205128205128205,51.775510204081634,1911,160098,31729
careercup/CtCI-6th-Edition,11475,07/02/2015 06:28:46,10,https://github.com/careercup/CtCI-6th-Edition.git,0,2.1133004926108376,1.0689655172413792,4.482758620689655,609,28536,1180
gyf-dev/ImmersionBar,11469,04/19/2017 05:10:09,8,https://github.com/gyf-dev/ImmersionBar.git,0,6.352112676056338,2.1056338028169015,159.25352112676057,142,12925,2802
jhy/jsoup,11362,12/19/2009 01:29:58,16,https://github.com/jhy/jsoup.git,0,6.120728929384966,1.765375854214123,229.35535307517085,439,52305,5552
langchain4j/langchain4j,11342,06/20/2023 15:30:29,2,https://github.com/langchain4j/langchain4j.git,0,6.108373260323979,1.1980378736025554,20.73762263289984,4383,337089,38068
ssssssss-team/spider-flow,11318,03/27/2020 11:07:15,5,https://github.com/ssssssss-team/spider-flow.git,0,5.385093167701863,1.7329192546583851,20.32919254658385,161,11742,939
mission-peace/interview,11308,07/20/2014 21:27:31,11,https://github.com/mission-peace/interview.git,0,2.0149925037481258,1.0374812593703149,3.4092953523238383,667,36792,5408
apereo/cas,11308,09/09/2011 01:36:42,14,https://github.com/apereo/cas.git,0,10.087690452701962,1.4840512989148307,7.803573385947605,9123,569564,95531
permissions-dispatcher/PermissionsDispatcher,11203,08/15/2015 21:41:05,10,https://github.com/permissions-dispatcher/PermissionsDispatcher.git,0,1.6218487394957983,1.226890756302521,34.378151260504204,119,7732,132
daniulive/SmarterStreaming,11165,03/26/2016 14:46:02,10,https://github.com/daniulive/SmarterStreaming.git,0,3.81437125748503,1.0538922155688624,73.76047904191617,167,21811,7546
lingochamp/FileDownloader,11124,12/22/2015 11:17:16,10,https://github.com/lingochamp/FileDownloader.git,0,4.5278810408921935,1.687732342007435,42.014869888475836,269,23882,5340
H07000223/FlycoTabLayout,11112,11/09/2015 01:53:19,10,https://github.com/H07000223/FlycoTabLayout.git,0,6.454545454545454,1.5454545454545454,223.0909090909091,33,3602,201
apple/pkl,11107,01/19/2024 17:28:45,2,https://github.com/apple/pkl.git,0,6.1295641931684335,4.312131919905772,29.85630153121319,1698,101355,17262
jwtk/jjwt,11054,09/13/2014 01:06:24,11,https://github.com/jwtk/jjwt.git,0,4.8,1.9585585585585585,25.834234234234234,555,44177,20115
jfeinstein10/SlidingMenu,11025,06/30/2012 05:14:23,13,https://github.com/jfeinstein10/SlidingMenu.git,0,4.77027027027027,1.8243243243243243,47.445945945945944,74,4932,1020
androidannotations/androidannotations,11008,01/06/2012 08:48:03,14,https://github.com/androidannotations/androidannotations.git,0,5.659043659043659,1.6964656964656966,26.124740124740125,962,71709,22433
asLody/VirtualApp,10950,07/06/2016 13:25:23,9,https://github.com/asLody/VirtualApp.git,0,3.703521126760563,2.5880281690140845,15.611267605633802,1420,56597,4788
square/javapoet,10861,02/01/2013 16:56:30,13,https://github.com/square/javapoet.git,0,4.515151515151516,1.1515151515151516,129.2929292929293,99,12212,1205
clojure/clojure,10832,06/29/2010 20:03:33,15,https://github.com/clojure/clojure.git,0,3.599781897491821,1.495092693565976,130.2071973827699,917,62295,10145
aosp-mirror/platform_frameworks_base,10822,10/21/2008 18:20:37,17,https://github.com/aosp-mirror/platform_frameworks_base.git,0,0,0,0,0,6930848,1454247
TooTallNate/Java-WebSocket,10801,01/20/2010 23:33:04,16,https://github.com/TooTallNate/Java-WebSocket.git,0,3.5916030534351147,1.816793893129771,37.05725190839695,262,24358,7396
iflytek/astron-agent,10772,09/19/2025 08:46:01,0,https://github.com/iflytek/astron-agent.git,0,6.104365620736698,1.0641200545702592,24.559345156889496,1466,137783,25002
alibaba/vlayout,10762,02/27/2017 08:11:47,9,https://github.com/alibaba/vlayout.git,0,5.314465408805032,1.8553459119496856,72.54088050314465,159,19495,3717
zfile-dev/zfile,10714,08/19/2019 13:57:56,6,https://github.com/zfile-dev/zfile.git,0,6.747126436781609,1.4827586206896552,9.797701149425288,435,32639,6596
android-async-http/android-async-http,10622,02/20/2011 03:25:07,15,https://github.com/android-async-http/android-async-http.git,0,5.662337662337662,1.7857142857142858,45.87662337662338,154,12683,2685
resilience4j/resilience4j,10605,06/03/2015 09:21:01,10,https://github.com/resilience4j/resilience4j.git,0,7.131081854607899,1.4327418431597023,17.683457355466516,1747,144302,31894
jeasonlzy/okhttp-OkGo,10587,01/15/2016 10:35:24,10,https://github.com/jeasonlzy/okhttp-OkGo.git,0,5.60387811634349,1.6232686980609419,19.445983379501385,361,22573,5848
google/auto,10557,05/22/2013 21:41:56,12,https://github.com/google/auto.git,0,4.111401218450827,1.7136640557006093,25.942558746736292,1149,58590,10870
Activiti/Activiti,10521,09/13/2012 11:34:43,13,https://github.com/Activiti/Activiti.git,0,5.638273045507584,1.4964994165694283,89.46411901983664,3428,345646,71323
lipangit/JiaoZiVideoPlayer,10504,02/06/2016 11:04:24,10,https://github.com/lipangit/JiaoZiVideoPlayer.git,0,7.27536231884058,2.1159420289855073,56.63768115942029,69,6191,250
signalapp/Signal-Server,10462,12/09/2013 07:10:36,12,https://github.com/signalapp/Signal-Server.git,0,9.000805801772763,1.4633360193392426,15.808219178082192,1241,141446,10650
tbruyelle/RxPermissions,10441,09/29/2015 13:55:09,10,https://github.com/tbruyelle/RxPermissions.git,0,4.65,1.1,10.1,20,1326,113
awsdocs/aws-doc-sdk-examples,10386,08/18/2016 19:06:57,9,https://github.com/awsdocs/aws-doc-sdk-examples.git,0,7.1201923076923075,1.0402644230769231,6.352163461538462,1664,174297,26298
SonarSource/sonarqube,10375,01/05/2011 11:05:17,15,https://github.com/SonarSource/sonarqube.git,0,7.1584227718152125,1.1585394307046197,27.637424171721886,8572,912183,176164
JingMatrix/LSPosed,10310,07/20/2023 18:03:30,2,https://github.com/JingMatrix/LSPosed.git,0,5.063492063492063,1.7174603174603174,51.75555555555555,315,20289,3605
JessYanCoding/MVPArms,10275,08/06/2016 08:49:56,9,https://github.com/JessYanCoding/MVPArms.git,0,6.644295302013423,1.2818791946308725,32.100671140939596,149,13525,4840
ZCShou/GoGoGo,10133,12/03/2021 06:59:39,4,https://github.com/ZCShou/GoGoGo.git,0,7.25,1.4583333333333333,12.875,48,4666,278
JakeWharton/ViewPagerIndicator,10086,08/04/2011 17:13:44,14,https://github.com/JakeWharton/ViewPagerIndicator.git,0,5.4393939393939394,2.242424242424242,29.272727272727273,66,4087,363
stanfordnlp/CoreNLP,10062,06/27/2013 21:13:49,12,https://github.com/stanfordnlp/CoreNLP.git,0,5.639488966318234,1.4569105691056912,148.57862950058072,4305,812291,128824
happydog-intj/JsBridge,9930,02/26/2015 12:10:58,11,https://github.com/happydog-intj/JsBridge.git,0,3.5,1.15625,17.09375,32,1643,219
xuchengsheng/spring-reading,9928,09/15/2023 06:42:44,2,https://github.com/xuchengsheng/spring-reading.git,0,2.798611111111111,1.0277777777777777,0.53125,288,9558,1846
wasabeef/glide-transformations,9910,01/09/2015 10:33:29,11,https://github.com/wasabeef/glide-transformations.git,0,5.555555555555555,2.1481481481481484,2.7777777777777777,27,2197,443
googlesamples/easypermissions,9898,12/22/2015 18:05:53,10,https://github.com/googlesamples/easypermissions.git,0,8.93939393939394,1.4848484848484849,12.212121212121213,33,3353,414
paascloud/paascloud-master,9887,03/17/2018 05:40:43,8,https://github.com/paascloud/paascloud-master.git,0,5.905149051490515,1.315718157181572,5.430894308943089,738,55889,23184
opendataloader-project/opendataloader-pdf,9852,05/13/2025 05:48:02,0,https://github.com/opendataloader-project/opendataloader-pdf.git,0,7.451612903225806,1.1870967741935483,52.08387096774194,155,27213,5629
hackware1993/MagicIndicator,9812,06/26/2016 08:20:43,9,https://github.com/hackware1993/MagicIndicator.git,0,5,1.3398058252427185,26.941747572815533,103,5438,278
OpenFeign/feign,9786,06/26/2013 23:28:16,12,https://github.com/OpenFeign/feign.git,0,4.871189024390244,1.6554878048780488,14.445884146341463,1312,75668,13162
HarlonWang/AVLoadingIndicatorView,9779,10/24/2015 20:18:33,10,https://github.com/HarlonWang/AVLoadingIndicatorView.git,0,3.5652173913043477,1.7826086956521738,6.75,92,2862,168
lihengming/spring-boot-api-project-seed,9714,06/23/2017 10:06:30,8,https://github.com/lihengming/spring-boot-api-project-seed.git,0,5,1.2666666666666666,9.733333333333333,15,761,71
spinnaker/spinnaker,9709,07/02/2014 19:02:36,11,https://github.com/spinnaker/spinnaker.git,0,6.589453636471848,1.4944649446494465,14.099154862516366,8401,593694,115921
YoKeyword/Fragmentation,9706,02/23/2016 08:54:55,10,https://github.com/YoKeyword/Fragmentation.git,0,5.232394366197183,1.7077464788732395,15.116197183098592,284,12775,1606
apache/cassandra,9677,05/21/2009 02:10:09,16,https://github.com/apache/cassandra.git,0,6.78348707783792,1.7507051917359153,60.629412213158496,13117,1369354,213283
perwendel/spark,9666,05/05/2011 11:52:05,14,https://github.com/perwendel/spark.git,0,4.542986425339366,1.2986425339366516,47.11764705882353,221,21272,6613
koral--/android-gif-drawable,9661,01/30/2013 01:37:46,13,https://github.com/koral--/android-gif-drawable.git,0,6.125,1.65625,59.734375,64,5340,1497
react-native-camera/react-native-camera,9648,04/01/2015 00:54:40,10,https://github.com/react-native-camera/react-native-camera.git,0,0,0,0,0,0,0
AutoMQ/automq,9628,08/17/2023 07:50:13,2,https://github.com/AutoMQ/automq.git,0,7.059757536744985,1.3262525480098701,45.89475378178307,9321,1264347,222797
ksoichiro/Android-ObservableScrollView,9626,11/08/2014 14:45:20,11,https://github.com/ksoichiro/Android-ObservableScrollView.git,0,5.014925373134329,1.9671641791044776,7.570149253731343,335,17047,2963
flyway/flyway,9622,12/14/2012 18:43:22,13,https://github.com/flyway/flyway.git,0,5.774666666666667,1.436,51.202666666666666,750,76370,22345
bilibili/DanmakuFlameMaster,9613,08/11/2013 12:18:50,12,https://github.com/bilibili/DanmakuFlameMaster.git,0,5.162790697674419,1.6104651162790697,47.50581395348837,172,13905,1340
seven332/EhViewer,9549,05/14/2014 12:03:52,11,https://github.com/seven332/EhViewer.git,0,6.89018302828619,1.7437603993344426,45.26289517470882,601,59175,7863
MyCATApache/Mycat-Server,9543,12/04/2014 02:46:54,11,https://github.com/MyCATApache/Mycat-Server.git,0,4.7358636715724245,1.2935708752904724,78.48799380325329,1291,154033,30593
liaohuqiu/android-Ultra-Pull-To-Refresh,9531,11/13/2014 03:13:10,11,https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh.git,0,4.0186335403726705,1.4037267080745341,19.142857142857142,161,6897,644
crossoverJie/cim,9489,05/20/2018 15:55:56,7,https://github.com/crossoverJie/cim.git,0,4.8341463414634145,1.278048780487805,8.014634146341463,205,11926,1841
umano/AndroidSlidingUpPanel,9484,05/31/2013 18:33:53,12,https://github.com/umano/AndroidSlidingUpPanel.git,0,4.9411764705882355,1.3529411764705883,132,17,3237,916
spring-projects/spring-security,9478,01/10/2012 21:50:57,14,https://github.com/spring-projects/spring-security.git,0,7.420150501672241,1.2571070234113713,10.497770345596432,7176,626983,159936
Justson/AgentWeb,9411,05/12/2017 07:45:56,8,https://github.com/Justson/AgentWeb.git,0,5.3984375,1.48828125,18.79296875,256,16447,2685
json-path/JsonPath,9394,01/24/2011 13:19:19,15,https://github.com/json-path/JsonPath.git,0,4.5859375,1.46875,29.390625,384,26379,3347
pockethub/PocketHub,9381,09/08/2011 16:52:50,14,https://github.com/pockethub/PocketHub.git,0,6.5754716981132075,1.4811320754716981,9.04245283018868,212,17389,5210
huanghaibin-dev/CalendarView,9370,03/11/2017 07:16:09,9,https://github.com/huanghaibin-dev/CalendarView.git,0,6.568181818181818,2.159090909090909,53.18181818181818,176,20085,4210
GcsSloop/AndroidNote,9340,01/04/2016 23:51:36,10,https://github.com/GcsSloop/AndroidNote.git,0,4.875,1.375,8.125,8,565,85
android/testing-samples,9302,10/11/2014 03:51:27,11,https://github.com/android/testing-samples.git,0,5.5,1.3488372093023255,3.1511627906976742,86,5537,1883
apache/jmeter,9290,05/26/2010 23:38:07,15,https://github.com/apache/jmeter.git,0,5.434757167934465,1.8414277355178468,62.22352252779403,1709,245870,67344
apache/seatunnel,9206,08/05/2017 09:14:47,8,https://github.com/apache/seatunnel.git,0,6.81826795527762,1.3583475459541405,32.04093234792496,5277,609365,95975
cats-oss/android-gpuimage,9157,10/04/2012 08:11:58,13,https://github.com/cats-oss/android-gpuimage.git,0,2.9607843137254903,2.156862745098039,11.300653594771243,153,11989,2600
flowable/flowable-engine,9152,10/13/2016 07:21:43,9,https://github.com/flowable/flowable-engine.git,0,6.430408719346049,1.5644686648501362,151.26942779291554,9175,1058319,178541
didi/VirtualAPK,9067,06/29/2017 07:25:05,8,https://github.com/didi/VirtualAPK.git,0,4.895705521472393,1.6134969325153374,17.57668711656442,163,10300,1345
HMCL-dev/HMCL,9013,06/22/2015 08:06:03,10,https://github.com/HMCL-dev/HMCL.git,0,6.471032745591939,1.6838790931989924,35.4867758186398,1588,138666,21916
alibaba/spring-ai-alibaba,8974,09/09/2024 01:35:50,1,https://github.com/alibaba/spring-ai-alibaba.git,0,6.126503525508088,1.1903774367482371,13.659892160929076,2411,234519,57286
KunMinX/Jetpack-MVVM-Best-Practice,8951,10/31/2019 05:21:01,6,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice.git,0,4.840336134453781,1.6218487394957983,12,119,7445,1771
navasmdc/MaterialDesignLibrary,8944,09/30/2014 07:37:17,11,https://github.com/navasmdc/MaterialDesignLibrary.git,0,4.536585365853658,1.8170731707317074,6.7560975609756095,82,3773,247
Freelander/Android_Data,8919,04/04/2015 01:37:44,10,https://github.com/Freelander/Android_Data.git,0,2,1,3,2,186,30
LSPosed/LSPatch,8916,03/01/2021 19:38:36,5,https://github.com/LSPosed/LSPatch.git,0,4.342465753424658,1.3493150684931507,23.876712328767123,146,16183,6037
java-native-access/jna,8908,04/29/2011 13:30:29,14,https://github.com/java-native-access/jna.git,0,4.30746644295302,2.3238255033557045,44.586409395973156,2384,215385,102782
checkstyle/checkstyle,8902,08/31/2013 02:05:05,12,https://github.com/checkstyle/checkstyle.git,0,0,0,0,0,604329,123574
frohoff/ysoserial,8827,01/28/2015 07:13:55,11,https://github.com/frohoff/ysoserial.git,0,5.458333333333333,1.3416666666666666,8.891666666666667,120,6723,762
karatelabs/karate,8817,02/07/2017 15:59:17,9,https://github.com/karatelabs/karate.git,0,5.427335640138408,1.2006920415224913,149.7508650519031,578,120411,26408
PojavLauncherTeam/PojavLauncher,8809,03/11/2020 03:22:54,6,https://github.com/PojavLauncherTeam/PojavLauncher.git,0,5.756218905472637,1.4029850746268657,124.73134328358209,402,43837,5418
nathanmarz/storm,8789,09/17/2011 07:55:13,14,https://github.com/nathanmarz/storm.git,0,4.3689776733254995,1.2679200940070505,33.070505287896594,851,67458,11838
apache/shenyu,8783,07/11/2018 08:17:45,7,https://github.com/apache/shenyu.git,0,5.950530035335689,1.2277792878499592,18.23539005164447,3679,382517,136403
laobie/StatusBarUtil,8771,02/15/2016 03:06:06,10,https://github.com/laobie/StatusBarUtil.git,0,4.151515151515151,1.5454545454545454,22.545454545454547,33,1484,326
cabaletta/baritone,8760,08/01/2018 15:34:21,7,https://github.com/cabaletta/baritone.git,0,6.0951374207188165,1.3636363636363635,22.167019027484145,473,43194,11692
Blankj/awesome-java-leetcode,8737,04/17/2017 15:51:41,8,https://github.com/Blankj/awesome-java-leetcode.git,0,1.6805555555555556,1,1.1666666666666667,72,3103,939
apache/iceberg,8669,11/19/2018 16:26:46,7,https://github.com/apache/iceberg.git,0,8.353340184994861,1.6057553956834532,36.91017471736896,4865,1252286,163083
chrisbanes/Android-PullToRefresh,8665,11/29/2011 09:59:56,14,https://github.com/chrisbanes/Android-PullToRefresh.git,0,6.024390243902439,2.1341463414634148,55.84146341463415,82,6106,1536
ybq/Android-SpinKit,8653,03/20/2016 08:40:51,10,https://github.com/ybq/Android-SpinKit.git,0,4.816901408450704,3.1690140845070425,21.52112676056338,71,2864,313
amitshekhariitbhu/Android-Debug-Database,8646,11/16/2016 14:20:24,9,https://github.com/amitshekhariitbhu/Android-Debug-Database.git,0,4.147540983606557,1.278688524590164,8.80327868852459,61,4295,755
react-native-image-picker/react-native-image-picker,8637,06/08/2015 20:25:31,10,https://github.com/react-native-image-picker/react-native-image-picker.git,0,6.181818181818182,1.5454545454545454,66.18181818181819,11,1207,47
shwenzhang/AndResGuard,8635,10/11/2015 11:48:06,10,https://github.com/shwenzhang/AndResGuard.git,0,3.4242424242424243,1.5,22.37878787878788,66,8603,1173
testcontainers/testcontainers-java,8614,04/12/2015 12:44:59,10,https://github.com/testcontainers/testcontainers-java.git,0,5.031419284940411,1.47670639219935,21.77573131094258,923,68629,7906
dropwizard/dropwizard,8602,01/19/2011 19:52:29,15,https://github.com/dropwizard/dropwizard.git,0,5.940579710144927,1.5057971014492753,18.884057971014492,1380,77907,8982
airbnb/epoxy,8571,08/08/2016 23:05:11,9,https://github.com/airbnb/epoxy.git,0,6.699324324324325,1.7972972972972974,131,592,92218,11822
facebook/buck,8562,04/17/2013 18:12:18,12,https://github.com/facebook/buck.git,0,7.003348214285714,1.3543526785714286,26.196614583333332,10752,1060798,186687
google/tsunami-security-scanner,8556,06/03/2020 16:20:00,5,https://github.com/google/tsunami-security-scanner.git,0,6.224832214765101,1.5268456375838926,15.120805369127517,298,23846,5191
junit-team/junit4,8553,01/13/2009 03:41:26,17,https://github.com/junit-team/junit4.git,0,3.6594153636981646,1.3956492182188986,12.961250849762067,1471,45350,7419
chrisjenx/Calligraphy,8545,12/20/2013 02:35:45,12,https://github.com/chrisjenx/Calligraphy.git,0,5.72,1.44,11.36,25,1822,569
aeron-io/aeron,8535,02/07/2014 17:16:58,12,https://github.com/aeron-io/aeron.git,0,7.820474777448071,1.2759643916913948,119.10830860534125,1348,274568,51929
apache/beam,8528,02/02/2016 08:00:06,10,https://github.com/apache/beam.git,0,7.41727618932479,1.523363356102279,20.311007676963065,16543,1343791,255689
wildfirechat/im-server,8464,01/23/2019 15:21:28,7,https://github.com/wildfirechat/im-server.git,0,6.357142857142857,1.5463320463320462,112.30405405405405,1036,130683,21437
DImuthuUpe/AndroidPdfViewer,8463,06/02/2016 20:21:21,9,https://github.com/DImuthuUpe/AndroidPdfViewer.git,0,4.859649122807017,1.2456140350877194,76.7719298245614,57,5143,1035
hs-web/hsweb-framework,8403,01/18/2016 03:51:39,10,https://github.com/hs-web/hsweb-framework.git,0,6.102564102564102,1.3356643356643356,11.529137529137529,858,53916,8382
roughike/BottomBar,8386,03/16/2016 01:31:05,10,https://github.com/roughike/BottomBar.git,0,4.909090909090909,1.2878787878787878,61.666666666666664,66,4272,476
spring-projects/spring-ai,8326,06/27/2023 18:57:29,2,https://github.com/spring-projects/spring-ai.git,0,6.878388845855926,1.2021688613477923,28.20242705912729,3873,381517,80531
pentaho/pentaho-kettle,8323,10/08/2013 18:27:11,12,https://github.com/pentaho/pentaho-kettle.git,0,6.013027022269166,1.2700466508229908,81.93759352169704,11361,1246866,195073
bytedeco/javacv,8306,04/21/2014 13:50:26,11,https://github.com/bytedeco/javacv.git,0,6.125560538116592,2.1300448430493275,134.847533632287,223,32730,5039
alibaba/transmittable-thread-local,8270,10/13/2013 08:48:33,12,https://github.com/alibaba/transmittable-thread-local.git,0,5.587096774193548,1.4322580645161291,12.35483870967742,155,14368,5219
aritraroy/UltimateAndroidReference,8261,04/10/2017 07:28:27,8,https://github.com/aritraroy/UltimateAndroidReference.git,0,1,1,0,1,31,0
apache/shardingsphere-elasticjob,8222,09/11/2015 11:28:52,10,https://github.com/apache/shardingsphere-elasticjob.git,0,5.3624161073825505,1.1543624161073827,3.192953020134228,596,40227,12714
krahets/LeetCode-Book,8195,12/17/2021 14:16:02,4,https://github.com/krahets/LeetCode-Book.git,0,1.285425101214575,1.0020242914979758,0.08097165991902834,494,10751,2337
alibaba/atlas,8170,02/28/2017 06:31:43,9,https://github.com/alibaba/atlas.git,0,5.610223642172524,1.4331355545413054,29.925148334094022,2191,315355,140970
alibaba/otter,8133,08/09/2013 09:31:22,12,https://github.com/alibaba/otter.git,0,4.470679012345679,1.4537037037037037,32.454475308641975,1296,104032,26871
apache/tomcat,8129,10/01/2011 07:00:19,14,https://github.com/apache/tomcat.git,0,4.464255677039529,1.7935239697224559,182.42956265769556,4756,632644,168727
florent37/MaterialViewPager,8106,04/24/2015 17:53:15,10,https://github.com/florent37/MaterialViewPager.git,0,4.545454545454546,1.2954545454545454,9.386363636363637,44,2379,381
guolindev/LitePal,8084,02/20/2013 03:20:07,13,https://github.com/guolindev/LitePal.git,0,5.009950248756219,1.6517412935323383,49.44776119402985,201,22976,8420
